Název potraviny;Energie (kJ);Bílkoviny (g);SAFA (g);Tuky (g);Cukry (g);Sacharidy (g);Vláknina (g);Sůl (g);Náhrada (optional)
Tesco Niva;1390;21;18;27;1;1;0;4;Vhodnější jsou plísňové sýry s 30 % tuku v sušině, například camembert 30%, stříbrňák nebo Sedlčanský hermelín Figura. Vhodnější jsou však polotvrdé sýry s nižším obsahem tuku, například eidam 20% nebo madeland fitness. Z jiných sýrů je vhodný například cottage nebo olomoucké tvarůžky, které obsahují ještě výrazně méně tuku.
Tesco sýr s bílou plísní;1080;18;14;20;2;2;0;2;Vhodnější jsou sýry s nižším obsahem tuku, například camembert 30%, stříbrňák nebo Sedlčanský hermelín Figura. Vhodnější jsou však polotvrdé sýry s nižším obsahem tuku, například eidam 20% nebo madeland fitness. Z jiných sýrů je vhodný například cottage nebo olomoucké tvarůžky, které obsahují ještě výrazně méně tuku.
Tesco value sýr s bílou plísní;1213;18;17;24;0.2;1.1;0;1.7;Vhodnější jsou plísňové sýry s 30 % tuku v sušině, například camembert 30%, stříbrňák nebo Sedlčanský hermelín Figura. Vhodnější jsou však polotvrdé sýry s nižším obsahem tuku, například eidam 20% nebo madeland fitness. Z jiných sýrů je vhodný například cottage nebo olomoucké tvarůžky, které obsahují ještě výrazně méně tuku.
Tavený sýr nízkotučný do 30% průměr;670;14;6.1;9;4;5;0;2.4;Tyto sýry můžete v přiměřeném množsví konzumovat. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Tavený sýr 30 - 60% průměr;1000;12;12.8;19;3.2;4;0;2.4;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Tavený sýr 60 % a více průměr;1300;11;18.9;28;2;2;0;2.4;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Apetito Béďa Prima křup;1100;10.7;8.6;12.8;2.6;26;0;1.6;Vhodnější je nízkotučný tavený či přírodní sýr v kombinaci s celozrnným pečivem.
Apetito Kidiboo tavený sýr 62%;930;7.2;13.5;20.5;2;2.8;0;2.3;Vhodnější jsou nízkotučné tavené sýry s vyšším obsahem bílkovin. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Apetito lahodně smetanové 49%;867;9;10.9;16.5;2;5;0;2.3;Vhodnější jsou nízkotučné tavené sýry s vyšším obsahem bílkovin. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Apetito linie 28%;693;12;6.6;10;4.6;7;0;2.5;Tavené sýry s méně než 30 % tuku v sušině můžete v přiměřeném množsví konzumovat. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Apetito Linie tavené plátky 28%;950;17;9.5;14;2.4;6;0;3.3;
Apetito s bylinkami, se šunkou, s houbami 49%;900;10;11.5;17;2;5;0;2;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Apetito s hermelínem, s nivou;1155;11;16;24;3.3;4.7;0;2;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Apetito tavené plátky 34%;880;14.5;9.5;14;2.6;6.5;0;2.5;Vhodnější jsou přírodní sýry, z tvrdých a polotvrdých sýrů vybírejte sýry s 20-30 % tuku v sušině. Z jiných sýrů je vhodný například cottage nebo olomoucké tvarůžky.
Bluedino Jemný tavený sýr 45%;876;9.5;11.4;17;5;5;0;2;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Boni tavený sýr light natur 28%;608;12;5;8.2;5;6;0;2.3;Tyto sýry můžete v přiměřeném množsví konzumovat. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Boni Tavený sýr roztíratelný 55%;1183;13;15;25;2.4;2.6;0;2.3;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Boni tavený sýr se šunkou 28%;641;12;5.9;8.8;4.6;6.1;0;2.2;Tyto sýry můžete v přiměřeném množsví konzumovat. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Blaník chutný tavený sýr;1312;12;19;28;2.6;4;0;2.5;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Blaťácké zlato tavený sýr pepř a ořechy 50%;1044;13;14.2;21;1.1;2.7;0;2.3;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Cheesimo Tavený sýr 60 % (K-Classcic);1232;8;17;27;4.5;5.7;0;1.2;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Cheesimo Tavený sýr s goudou 49 %;1192;15;15;23;5;5;0;3.6;Vhodnější jsou přírodní sýry, z tvrdých a polotvrdých sýrů vybírejte sýry s 20-30 % tuku v sušině. Z jiných sýrů je vhodný například cottage nebo olomoucké tvarůžky.
Cheesimo Tavený sýr Toast 49 %;1175;14;15;23;5;5;0;3.6;Vhodnější jsou přírodní sýry, z tvrdých a polotvrdých sýrů vybírejte sýry s 20-30 % tuku v sušině. Z jiných sýrů je vhodný například cottage nebo olomoucké tvarůžky.
Javor tavený;1000;8;7.7;19.5;5.3;8.4;0;2;Vhodnější jsou nízkotučné tavené sýry s vyšším obsahem bílkovin. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Jihočeská niva sýrová pomazánka 60%;1240;13;18.2;27;1.2;1.2;0;2.4;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Jihočeské Lipno extra smetanové 64%;1311;10;20.3;30;1.4;1.8;0;2;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Jihočeské Lipno s nivou 60%;1272;13;18.9;28;0.7;0.9;0;2.67;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Jihočeské Lipno s vlašskými ořechy 60%;1196;11;18.2;27;0.4;0.5;0;2.66;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Jihočeské Lipno se sníženým obsahem tuku 26%;587;11.5;5.8;8.6;1.7;2.9;0;2.66;Tavené sýry s méně než 30 % tuku v sušině můžete v přiměřeném množsví konzumovat. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Jihočeské Lipno se šunkou 60%;1288;13;18.9;28;1.4;1.8;0;2.6;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Jihočeské Lipno se šunkou a zeleninou 60%;1266;14;18.2;27;1.4;1.7;0;2.67;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Karlova Koruna Tavený sýr klasik 51%;1025;9;14.2;20.4;3.5;4.5;0;2.4;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Karlova Koruna Tavený sýr se šunkou 60%;1300;9.2;15.8;22.8;2.3;4.3;0;2.6;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Kiri sýr z tvarohu a smetany;1240;8.5;19;28.5;2.5;2.5;0;1.5;Vhodnější jsou nízkotučné tavené sýry s vyšším obsahem bílkovin. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Labužník tavený sýr 60%;1300;13.6;18.6;27.5;1.4;1.7;0;2.5;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Lipánek tavený sýr extra smetanový 64%;1311;10;20.3;30;1.4;1.8;0;2.5;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Lipánek tavený sýr se šunkou 60%;1288;13;18.9;28;1.4;1.8;0;2.6;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Madeland tavený sýr 40%;888;16;11;16;1.4;1.4;0;2.7;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Madeta Sýrový dort s Nivou;1344;17;18.9;28;1.1;1.1;0;2.5;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Madeta Sýrový dort s olivami;1389;15;20.3;30;1.1;1.4;0;3.03;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Madeta Sýrový dort s vlašskými ořechy;1353;16;18.9;28;2;2.5;0;2.8;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Madeta Sýrový dort se šunkou;1370;15;19.6;29;2.5;2.5;0;3.4;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Madetka tavený smetanový sýr 45%;968;14;12.8;19;1.3;1.6;0;2.5;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Maratonec tavený sýr 46%;790;10;10.1;15;3.2;4;0;1.9;Vhodnější jsou nízkotučné tavené sýry s vyšším obsahem bílkovin. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Matador tavený sýr s příchutí nivy;980;12;12.8;19;4;5;0;2.5;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Matador tavený sýr s příchutí šunky, klobásy;810;12;10.1;15;2.4;3;0;2.5;Vhodnější jsou nízkotučné tavené sýry s vyšším obsahem bílkovin. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Matador tavený sýr smetanový;870;9;11.5;17;4;5;0;2.5;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Président camembert tavený sýr 45%;874;8;10;17;5;6.5;0;2;Vhodnější jsou nízkotučné tavené sýry s vyšším obsahem bílkovin. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Président emmental tavený sýr 55%;1072;8.4;14;23;5;5.1;0;2.2;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Président cheddar tavený sýr 65%;1301;6.1;19;30;5;5.1;0;2.2;Vhodnější jsou nízkotučné tavené sýry. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
Président light tavený sýr 28%;604;10;5.3;8.8;5;6.3;0;2.4;Tavené sýry s méně než 30 % tuku v sušině můžete v přiměřeném množsví konzumovat. Ještě vhodnější jsou sýry přírodní, například cottage, nízkotučný tvrdý sýr nebo pomazánka připravená z tvarohu, zeleniny a popřípadě nějakého méně tučného sýra.
